id,question
74152," Change the following to logarithmic notation, `$y = \log_{a}x$`.  `$ \begin{array}{ccccc} &(a) & 3^5 = 243						&(b) & 2^7 = 128  \\ 	&(c) & 7^3 = 343			&(d) & 11^4 = 14 641  \end{array} $`"
74153,"If `$m_1$` and `$m_2$` are the roots of the equation `$3x^2 - 4x + 12 = 0$`, determine the value of `$\log_2 m_1 + \log_2 m_2$`."
74154, What is wrong with the following solution.  `$ \begin{array}{cccc} 	\log 0.1 &<& 2 \log 0.1 \\ 					 &= & \log(0.1)^2 \\ 					 &= & \log 0.01  \\ 	\log 0.1 &<& \log 0.01  \\ 	 		 0.1 &<&   0.01 \\ \end{array} $` 
74155,Show that   `$ \displaystyle -\ln(x - \sqrt{x^2 - 1}) = \ln(x + \sqrt{x^2 - 1}) $`
74156, Simplify using Change of Bases Law.   `$ \displaystyle (\log_{3}15)(\log_{5}27) $`
74157, Simplify using Change of Bases Law.   `$ \displaystyle (\log_{2}5)(\log_{5}7) $`
74158,Use the Laws of Logarithms to combine the expression.  `$ \displaystyle \log_{a}b + c\log_{a}d - r\log_{a}s $`
74159,Use the Laws of Logarithms to combine the expression.  `$ \displaystyle \frac{1}{3}\log(2x + 1) + \frac{1}{2}[\log(x - 4) - \log(x^4 - x^2 - 1)] $`
74160,Use the Laws of Logarithms to combine the expression.  `$ \displaystyle 2(\log_{5}x + 2\log_{5}y) - 3\log_{5}z $`
74161,Use the Laws of Logarithms to combine the expression.  `$ \displaystyle \log_{5}(x^2 - 1) - \log_{5}(x - 1) $`
74162,Use the Laws of Logarithms to combine the expression.  `$ \displaystyle \log_{2}A + \log_{2}B - 2\log_{2}C  $`
74163,Use the Laws of Logarithms to combine the expression.  `$ \displaystyle \log_{3}5 + 5\log_{3}2 $`
74164, Use the Laws of Logarithms to expand the expression fully.  `$ \displaystyle \ln(\frac{x^3\sqrt{x - 1}}{3x + 4}) $`
74165, Use the Laws of Logarithms to expand the expression fully.  `$ \displaystyle \log\sqrt{\frac{x^2 + 4}{(x^2 + 1)(x^3 - 7)^2}} $`
74166, Use the Laws of Logarithms to expand the expression fully.  `$ \displaystyle \log\sqrt[4]{x^2 + y^2}  $`
74167, Use the Laws of Logarithms to expand the expression fully.  `$ \displaystyle \ln(x\sqrt{\frac{y}{z}})	 $`
74168, Use the Laws of Logarithms to expand the expression fully.  `$ \displaystyle \log_{2}(\frac{x(x + 1)}{\sqrt{x^2 - 1}}) $`
74169, Use the Laws of Logarithms to expand the expression fully.  `$ \displaystyle \log(\frac{x^3y^4}{z^6}) $`
74170,Simplify the expression.  `$ \displaystyle \log(\log 10^{10 000}) $`  
74171,Simplify the expression.  `$ \displaystyle  \log_{4}16^{100} $`
74172,Simplify the expression.  `$ \displaystyle \log_{2} 6 - \log_{2}15 + \log_{2}20	 $`
74173,Simplify the expression.  `$ \displaystyle \log \frac{1}{\sqrt{1000}}  $`
74174,Simplify the expression.  `$ \displaystyle \log 4 + \log 25 $`
74175,Simplify the expression.  `$ \displaystyle \log_{2}(160) - \log_{2}5 $`
74182,`$\log_3 1.2$` in terms of `$x = \log_34$` and `$y = \log_53$`.
74183,Find `$\log_310$` in terms of `$x = \log_34$` and `$y = \log_53$`.
74184, Find the sum  `$ \displaystyle \log \frac{1}{2} + \log \frac{2}{3} + \log \frac{3}{4} + .... + \log \frac{99}{100}  $`
76133,Expanding Logs
76134,Combining Logs ex2
76135,Combining Logs ex1
76136,Log Law 3 Power Rule
76137,`$ \displaystyle \log_a(\frac{A}{B}) =\log_a(A) -\log_a(B)  $` 
76138,**Introduction to Product Law of Logs**  `$ \displaystyle \log_a(AB) =\log_a(A) +\log_a(B)  $`   *ex* Expand the log and simplify. `$ \displaystyle \log_26 $`  #5102  *ex* Expand the log and simplify. `$ \displaystyle \log_2(12x^2y) $`  #5103
80401,"Prove that `$a, b$`, and `$c$` are 3 numbers that form a geometric sequence if and only if `$\log_xa, \log_xb$` and `$\log_xc$` form an arithmetic sequence."
80406,"The points `$A(x_1, y_1)$` and `$B(x_2, y_2)$` lie on the graph of `$y =\log_ax$`.   Through the midpoint of `$AB$` a horizontal line is drawn to cut the curve at `$C(x_3, y_3)$`.   Show that `$(x_3)^2 = x_1x_2$`."
80408,If `$\log_83 =k$` then express `$\log_818$` in terms of `$k$`.
80410,What is the sum of the following series?  `$ \displaystyle \log \frac{3}{2} + \log \frac{4}{3} + \log \frac{5}{4} + ... + \log \frac{200}{199} $`
80826,Solve for x.  `$ \displaystyle \log_{0.04}5  =  x $`
80827,Evaluate without a calculator.  `$ \displaystyle 2^{ \log_2 5 -  1} $`
80828,Evaluate without a calculator.  `$ \displaystyle 5^{\log_5 10 -  1}  $`
80829,Evaluate without a calculator.  `$ \displaystyle 7^{0.5\log_749}	 $`
80830,Evaluate without a calculator.  `$ \displaystyle 81^{0.5 \log_9 7}  $`
80831,Evaluate without a calculator.  `$ \displaystyle 25^{\log_5 3} $`
80832,Evaluate without a calculator.  `$ \displaystyle 36^{\log_6 3} $`
85213,Property3 Ex3  #8082
85214,Property3 and example  *ex* Simplify `$\displaystyle \log_{16}8 $`
85215,Log Properties  #8081
85216,Introduction to Logs  `$\displaystyle A^x = B  $` is equivalent to  `$\displaystyle x = \log_AB $`
88349, Evaluate the express without using a calculator.  `$ \displaystyle \log \log 10^{100} $`
88350,Find the value of `$-\frac{1}{3}\log_{2}8$`.
88351, Solve for `$x$` in each of the following.  `$ \displaystyle \begin{array}{cccccc} &a) &3^x = 32 &b)  &5^x = 66 \\ &c) &10^x = 157 &d)  &1.03^x = 1.69 \\ &e) & 4.5^x = 600 &f) &\log 1.07^x = 2 \\ \end{array} $`
88352, Evaluate the expression.  a)  `$ \displaystyle  \log_{7}1	 $`  b)  `$ \displaystyle \log_{4}{1024}  $`
88353, Evaluate the expression.  `$ \displaystyle \log_{3}\sqrt{27} $`
88354, Evaluate the expression.  `$ \displaystyle \log_{10}(100) $`
88355," Change the following to logarithmic notation, `$x = a^y$`.   `$ \displaystyle \begin{array}{ccccc} &a) &   \log_{4}1024 = 5	&b) &   \log_{7}7 = 1  \\ &c) &  \log_{6}7776 = 5		&d) &   \log_{a}p = r  \end{array} $`"
88356," Change the following to logarithmic notation, `$y = \log_{a}x$`.  `$ \displaystyle \begin{array}{ccccc} &a) &  3^5 = 243	&b) &   2^7 = 128 \\ &c) &  7^3 = 343		&d) &   11^4 = 14 641\\ \end{array} $`"
89073," Sketch the following log functions and state it's domain and range.  HINT: Consider the domain and expand the log expression using the laws.  `$\displaystyle f(x) = \log_2(\frac{x^2}{x + 2}) $`"
89074," Sketch the following log functions and state it's domain and range.  HINT: Consider the domain and expand the log expression using the laws.  `$\displaystyle f(x) = -\log_39(16 - x^2) 	 $`"
89075,Solve for the inequality.  `$\displaystyle 1 \leq \log_3(4 - x^2) \leq 3 $`
89076,Solve for the inequality.  `$\displaystyle 10 < 3^{\log_2(x - 1)} < 82	 $`
89077,Solve for the inequality.  `$\displaystyle x^2e^x - 2e^x < 0  $`
89078,Solve for the inequality.  `$\displaystyle 2 < 10^x < 5		 $`
89079,Solve for the inequality.  `$\displaystyle 3\leq \log_{2}x \leq 4  $`
89080,Solve for the inequality.  `$\displaystyle \log(x - 2) + \log(9 - x) < 1 $`
89098,#13339 
89099,#13338 
89100,#13337 
89101,#13336 
89102,#13335 
89103,Inequalities with logs:  `$ \displaystyle \log_2(x + 1) > 2 $`
89104,
89105,
89106,
89107,
94415,Find the inverse function of `$y = -\log_2(2x + 4) + 3$`.  Sketch both functions on the same grid.
94416,Show that `$f(x) = 4^x$` and `$g(x) = \log_{4}x$` are inverse functions of each other. (use the fact that  `$f(f^{-1}(x)) = x$` )
94417, `$y = \log |x|$` and state the domain and range.  Does it have any symmetry?  
94418," Sketch the following log functions and state it's domain and range.  `$ \displaystyle f(x) = \log(x^2) $`"
94419," Sketch the following log functions and state it's domain and range.  `$ \displaystyle f(x) = -\log(-(x + 3)) + 2  $`"
94420," Sketch the following log functions and state it's domain and range.  `$ \displaystyle f(x) = -\log_{4}(-x) $`"
94421," Sketch the following log functions and state it's domain and range.  `$ \displaystyle f(x) = \log_{3}x + 2 $`"
94505,Find the maximum value of `$y$` where   `$ \displaystyle y = \frac{3^3}{3^{2x} - 3^x + 1} $`
94506,Solve for the inequality which satisfies   `$ \displaystyle \begin{cases} (\log_2x)^2  -\log_2x^2  < 0 \\ (\log_2x)^2 -\log_2x -2 \geq 0 \end{cases} $`
94618,A population grows at the rate of 10% per year. Over what period does it grow by 5%? By 20%?
94619,"The value of my antique typewriter  increases exponentially, gaining 12% of its value every year. At the moment It' is worth $400 and I plan to sell it when it is worth $500. When will that be?"
94620,"The value of my car decreases at a constant percentage rate. At the moment its value is $4000 and 4 years ago it was worth $8000. How long ago was It' worth $6000?"
94621,An exponentially growing population doubles in size every 7 days. What is the daily percentage increase? How long does it take to triple in size? To quadruple?
94622, An exponentially growing population triple in size in 3 years. How long does it take to double in size? 
94623,"An exponentially growing population increases in size by 4% every 4 hours. How long does it' take to increase in size by 8%? By 2%? What is the “doubling time"" (the time needed to double in size)? "
94624,My tire has a slow leak and loses pressure at a constant percentage rate. At noon it has 400 kPa and at 1 pm this has dropped to 360 kPa. At what time will it get to 100 kPa?
94625,"A battery loses 5% of its' power for every hour of use. It needs to be recharged when its potency has dropped to 1/4 of Its fully charged value. For how many hours can it be used between recharges?"
94626,"The intensity of a beam of light passing through murky water decays with distance traveled at a constant percentage rate. Suppose a beam loses 20% every meter. Over what distance will its' intensity' be cut by 90%?"
94627,"(`$\star$`) in my discount warehouse I can sell 50 Tragically Hip disks per week at the regular price of $10, and the number of sales will increase by 8% for every 2% decrease in price. How many will I sell per week if I price them at 20% off?"
94628,"(`$\star$`) Two sun flowers grow side by side, both increasing in height at a constant percentage rate each day. Sam starts at height 10 cm and has growth rate 5% per day. Coral starts at height 5 cm. After 20 days, Sam and Coral are the same height. What is Coral‘s percentage growth rate?"
94629,"(`$\star$`) For years I've had an exponentially decaying population quietly eeking out the remains of its' natural life in the hollow trunk of my old oak tree. I remember one frosty Christmas when the trunk decreased by 2% in one week and then by 100 g during the very next week.   Just this morning I went out and found a decrease of 8 g since my last measurement 7 days ago.  How long ago was that frosty Christmas?"
94630,"(`$\star$`) A warm object immersed in ice water decreases in temperature at a constant percentage rate. Ifit requires one minute to decrease by the first 10 degrees, but needs two minutes for the next 10 degree decrease, what was the starting temperature of the object?"
94631,"(`$\star$`) A decreases in value at the rate of 10% per year whereas B decreases in value at the rate of 5% per year.  If A starts off twice as big as B, how long until A is half the size of B?  What is the half life of A and B?"
94632,A store sells 50 CD’S at $10 per CD. The number of sales will increase by 8% for every 2% decrease in price. How many CD‘s per week can the store sell if CD’S are priced 20% off?
111310,"On average, the number of items, N, per day, on an assembly line, that a quality assurance trainee can inspect is `$N  =4 -24(0.74)^t$`, where t is the number of days worked.  State answers accurate to one decimal place.  a) After how many days of training will the employee be able to inspect 32 items?   b) The company expects an experienced quality assurance employee to inspect 40 items per day. After the training period of 9 days is complete, what percent of the total quota will the trainee be have done compared to the experienced employee in the first 9 days?"
111311," The intensity of light, I, in lumens, passing through a certain type of glass is given by `$I(x) = I_o(0.97)^x$`, where I is the initial intensity and x is the thickness of the glass,  in centimetres. What thickness of the glass, accurate to one decimal place, will reduce the intensity of light to half its initial value?"
111312,"The function `$A = P(1.06)^n$` represents the amount, A, in dollars, in an investment `$n$` years from now, where P is the original investment, or principal, in dollars. If Seth invests $1000 now, determine how long it will take to accumulate to  a) $1226.23   b) double his original investment  State answers accurate to one decimal place."
111321,"The speed, `$v$`, in kilometres per hour, of a water skier who drops the towrope, can be  given by the formula  `$v =v_o(10)^{-0.23t}$`, where v_0 is the skier's  speed at the time she drops the rope, and t is the time, in seconds, after she drops the rope. If the skier drops the rope when travelling at a speed of 65 km/h, how long will it take her, accurate to the nearest second, to slow to a speed of 13 km/h? answers "
111337,"An investment pays 8% interest, compounded annually.  a) Write an equation that expresses the amount, A, of the investment as a function of time, t, in years.  b) Determine how long it will take for this investment to  * i) double in value  * ii) triple in value  c) Determine the percent increase in value of the account after  * i) 5 years * ii) 10 years "
111338,"An investment pays 3.5% interest, compounded quarterly.  a) Write an equation to express the amount, `$A$`, of the investment as a function of time, `$t$`, in years.  b) Determine how long it will take for this investment to   * i) double in value. * ii) triple in value"
111387, Rewrite each expression using the power law.  `$\displaystyle \frac{1}{2}\log_45 $`
111388, Rewrite each expression using the power law.  `$\displaystyle \log_69^3 $`
111389, Rewrite each expression using the power law.  `$\displaystyle \frac{1}{5}\log_818 $`
111390, Rewrite each expression using the power law.  `$\displaystyle \log_2(7^{-5}) $`
111391, Rewrite each expression using the power law.  `$\displaystyle \log_6\sqrt{22} $`
111392, Rewrite each expression using the power law.  `$\displaystyle \log_9(\frac{1}{\sqrt{13}}) $`
111393,Express as a single logarithm.  `$\displaystyle \log_35 + \log_3 8 + \log_315 $`
111394,Express as a single logarithm.  `$\displaystyle \log_48-\log_410 + \log_43 $`
111395,Express as a single logarithm.  `$\displaystyle \log_219+\log_24 -\log_231 $`
111396,Express as a single logarithm.  `$\displaystyle \frac{1}{2}\log 17 -\log 5 $`
111397,Express as a single logarithm.  `$\displaystyle \log(a+b) + \log a^3 $`
111398,Express as a single logarithm.  `$\displaystyle \log(x+ y)- \log(x-y) $`
111399,Express as a single logarithm.  `$\displaystyle 4\log x - 3\log y $`
111400,Express as a single logarithm.  `$\displaystyle \log_3(ab)+ \log_3(bc) $`
111401,Expand the log as much as possible.  `$\displaystyle \log_7(5x) $`
111402,Expand the log as much as possible.  `$\displaystyle \log_2(m^3n^2) $`
111403,Expand the log as much as possible.  `$\displaystyle \log_3(abc) $`
111404,Expand the log as much as possible.  `$\displaystyle \log_9(\sqrt[3]{y^2 + y}) $`
111405,Expand the log as much as possible.  `$\displaystyle \log_8(\frac{\sqrt[4]{m}}{n}) $`
111406,Expand the log as much as possible.  `$\displaystyle \log_6[(xy)^5] $`
111407,Expand the log as much as possible.  `$\displaystyle \log_4(\frac{a^2b}{\sqrt{c}}) $`
111408,Expand the log as much as possible.  `$\displaystyle \log_3(\frac{1}{\sqrt{jk}}) $`
111409,Evaluate without using a calculator.  `$\displaystyle \log_832 + \log_82 $`
111410,Evaluate without using a calculator.  `$\displaystyle \log_272-\log_29 $`
111411,Evaluate without using a calculator.  `$\displaystyle \log_4192 - \log_43 $`
111412,Evaluate without using a calculator.  `$\displaystyle \log_{12}9 + \log_{12}16 $`
111413,Evaluate without using a calculator.  `$\displaystyle \log_85 - \log_83 + \log_84 $`
111414,Evaluate without using a calculator.  `$\displaystyle \log_3108 -\log_34 $`
111415,Evaluate without using a calculator.  `$\displaystyle \log_86- \log_83 + \log_84 $` 
111416,Evaluate without using a calculator.  `$\displaystyle \log_280-\log_25 $` 
111417,Evaluate without using a calculator.  `$\displaystyle \log(\frac{5}{4}) + \log 80 $` 
111418,Evaluate without using a calculator.  `$\displaystyle \log_28^{27} $` 
182923, #95277  Which function generates the table of values at the right?   F) `$\displaystyle y=\log _{\frac{1}{2}} x $`   (G) `$\displaystyle y=-\log _{2} x $`  (A) `$\displaystyle y=\log _{2} x $`  (1) `$\displaystyle y=\left(\frac{1}{2}\right)^{x} $` #95278  `$\displaystyle x $` & `$\displaystyle y $` `$\displaystyle \frac{1}{2} $` & `$\displaystyle -1 $` 1 & 0 2 & 1 4 & 2
182932,Evaluate each logarithm. `$\displaystyle \log _{16} 8 $`
224802," If `$\displaystyle \log 4 \approx 0.60205 $` and `$\displaystyle \log 5 \approx 0.69897 $`, what is the approximate value of `$\displaystyle \log 80 $` ?   `$\displaystyle \begin{array}{ll}\text { A } 0.2534 & \text { C } 1.903 \ \text { (B) } 0.2914 & \text { D } 11.1835\end{array} $`"
226255, Solve each equation.  `$\displaystyle \ln 4+\ln x=5 $` 
226256,Solve each equation.  `$\displaystyle \ln x-\ln 3=4 $` 
226257,Solve each equation.  `$\displaystyle 2 \ln x+3 \ln 4=4 $` 
254514,"In chemistry, `$\displaystyle \mathrm{pH}=-\log \left[\mathrm{H}^{+}\right] $`, where `$\displaystyle \left[\mathrm{H}^{+}\right] $` is the hydrogen ion concentration of `$\displaystyle a $` solution in moles per liter. What is `$\displaystyle \left[\mathrm{H}^{+}\right] $` of a carbonated soda if its `$\displaystyle \mathrm{pH} $` is `$\displaystyle 1.5 $` ? (F) `$\displaystyle 10^{-1.5} $`  (G) `$\displaystyle 10^{1.5} $`  (H) `$\displaystyle -\log 1.5 $`  (1) `$\displaystyle -\log (-1.5) $`   "
254521, Which function represents the graph of `$\displaystyle f(x)=\ln x $` translated 2 units right and 5 units up? (F) `$\displaystyle g(x)=\ln (x+2)-5 $`  (G) `$\displaystyle g(x)=\ln (x+5)-2 $`  (H) `$\displaystyle g(x)=\ln (x-2)+5 $`  (1) `$\displaystyle g(x)=\ln (x-5)+2 $`  
256802, Which equation is equivalent to `$\displaystyle 12^{-x}=24 ? $` (A) `$\displaystyle \log _{24} 12=x $`  (C) `$\displaystyle \log _{12} 24=-x $`  (B) `$\displaystyle \log _{x} 24=12 $`  (D) `$\displaystyle \log _{-x} 12=24 $`   
256821, What value of `$\displaystyle x $` makes the equation `$\displaystyle 3=1+\log (2 x) $` true? #101244 
266910,Evaluate by using mental math.  `$\displaystyle \log 0.01 $` 
266911,Evaluate by using mental math.  `$\displaystyle \log _{2} 1 $` 
266913, Express as a single logarithm and simplify.  `$\displaystyle \log _{2} 8+\log _{2} 16 $` 
266914,"Express as a single logarithm and simplify.  `$\displaystyle \log 100+\log 10,000 $` "
266915,Express as a single logarithm and simplify.  `$\displaystyle \log _{2} 128-\log _{2} 2 $` 
266916,Express as a single logarithm and simplify.  `$\displaystyle \log 10-\log 0.1 $` 
266917,Express as a single logarithm and simplify.  `$\displaystyle \log _{5} 25^{2} $` 
266918,Express as a single logarithm and simplify.  `$\displaystyle \log 10^{5}+\log 10^{4} $` 
266922,Solve and check.  `$\displaystyle \log x^{\frac{5}{2}} > 2.5 $` 
266949, Simplify.  `$\displaystyle \log _{4} 128-\log _{4} 8 $` 
266950,Simplify.  `$\displaystyle \log _{2} 12.8+\log _{2} 5 $` 
266951,Simplify.  `$\displaystyle \log _{3} 243^{2} $` 
266952,Simplify.  `$\displaystyle 5^{\log _{5} x} $` 
267202, Graph each logarithmic function. Find the asymptote. Then describe how the graph is transformed from the graph of its parent function. (Lesson 7-7)  `$\displaystyle g(x)=2 \log (x-1) $` 
267203,Graph each logarithmic function. Find the asymptote. Then describe how the graph is transformed from the graph of its parent function. (Lesson 7-7)  `$\displaystyle h(x)=\log (x+4) $` 
